Jacques Perrin,Le peuple migrateur (2001),Océans (2009)
Anna (II) Odell,Återträffen (2013)
Carlo Ledesma,Food Matters (2008),Hungry for Change (2012),The Tunnel (2011/I)
Masakazu (I) Kohara,Mai-HiME (2004)
Leslie (I) Small,Don't Trip... He Ain't Through with Me Yet (2006),Hair Show (2004),Kevin Hart: Let Me Explain (2013),Laugh at My Pain (2011)
Troy Duffy,The Boondock Saints II: All Saints Day (2009)
Brian Pimental,Bambi II (2006)
Jirí (I) Chlumský,Nedodrzaný slub (2009)
Vincent Bal,Brabançonne (2014),Minoes (2001)
Irakli Kvirikadze,Rasputin (2011)
James Honeyborne,The Meerkats (2008)
Armen Kazazian,Gold (2005)
David (I) Mueller,Beautiful Wave (2011)
Stefanie Sycholt,Malunde (2001)
James M. Hausler,Kalamity (2010),Trip Out (2005),Wild Seven (2006)
Kirstin Marcon,The Most Fun You Can Have Dying (2012)
Roman (II) Kachanov,Daun Haus (2001),Nevalyashka (2007)
Aaron (I) Seltzer,Best Night Ever (2013),Date Movie (2006),Disaster Movie (2008),Epic Movie (2007),Meet the Spartans (2008),Superfast! (2015),The Starving Games (2013),Vampires Suck (2010)
Kunle Afolayan,October 1 (2014)
Tim (I) Cox,Miss Nobody (2010)
Lee Demarbre,Jesus Christ Vampire Hunter (2001),Smash Cut (2009),Summer's Blood (2009)
Peter (I) O'Brian,Hollywood North (2003)
Lucy Akhurst,Morris: A Life with Bells On (2009)
Umesh (II) Shukla,Dhoondte Reh Jaoge (2009),OMG: Oh My God! (2012)
Per Hanefjord,Tyskungen (2013)
Eric (I) Mueller,Boys Life 4: Four Play (2003),This Car Up (2003)
Satoshi Nagai,Inu no eiga (2005)
Rod Slane,The Deep Below (2007),The Round and Round (2002)
Leszek Dawid,Jestes Bogiem (2012),Ki (2011)
Ricardo de Barros,Pânico na TV (2003)
Shaun Tan,The Lost Thing (2010)
Osman Evre Tolga,htr2b: Dönüsüm (2012)
Jeoff Hanser,The New Republic (2011)
Clay Glen,A Second Chance (2011)
Denis Girisken,Empathy Bx (2012)
Mladen Maticevic,1 na 1 (2002),Zajedno (2011),Neki novi klinci (2003)
Gary Michael Schultz,Devil in My Ride (2013)
Justin Timpane,Ninjas vs. Vampires (2010),Ninjas vs. Zombies (2008)
Srikanth Velagaleti,Utt Pataang (2011)
Jamie Babbit,Breaking the Girls (2013),Itty Bitty Titty Committee (2007),The Quiet (2005),The Assistants (2009)
Benoît Philippon,Lullaby for Pi (2010)
Jennifer Phang,Advantageous (2015),Half-Life (2008)
Jonathan M. Goldstein,Vacation (2015/I)
Michaela Kezele,Die Brücke am Ibar (2012)
Mark Pirro,Rectuma (2003)
Scott Maginnis,Mexican Werewolf in Texas (2005)
Edwin Visser,Sl8n8 (2006)
Kenny Hwang,Ark (2005)
Tom Shadyac,Bruce Almighty (2003),Dragonfly (2002),Evan Almighty (2007),I Am (2010/III)
Alex Pillai,Victim (2011/I)
Jim (I) Malone,Gekijô-ban poketto monsutaa: Mizu no Miyako no Mamori Gami Ratiasu to Ratiosu (2002),Poketto monsutâ: Serebî - Toki wo koeta deai (2001)
Michiel van Jaarsveld,Drift (2001)
Emmanuelle Bercot,Backstage (2005),Clément (2001),Elle s'en va (2013),La tête haute (2015),Les infidèles (2012)
Niall Heery,Gold (2014),Small Engine Repair (2006)
Ere Kokkonen,Kymmenen riivinrautaa (2002),Uuno Turhapuro - This Is My Life (2004)
Preecha Songsakul,Siyama (2008)
Cristian Nemescu,Marilena de la P7 (2006),Poveste la scara 'C' (2003)
Omiros Efstratiadis,Pontioi New Generation = Neon genean (2011),Roda tsanta kai kopana (2011)
David Alford,Prisoner (2007)
Sandrine Bonnaire,J'enrage de son absence (2012)
Andrzej Mrotek,Deadly Closure (2010)
Cheol-han Kim,Mubeopja (2010)
Kaywan Mohsen,Eye for Eye (2008)
Lisa Farzaneh,Arne Dahl: Dödsmässa (2015)
Jan Sverák,Kuky se vrací (2010),Tmavomodrý svet (2001),Tri bratri (2014),Vratné lahve (2007)
Julius Onah,Nigger (2004),The Girl Is in Trouble (2015)
Tony Spiridakis,Noise (2004)
Boyd Kirkland,Happily N'Ever After 2 (2009)
Thibaut de Longeville,Just for Kicks (2005)
Jun'ichi (II) Mori,Jûryoku piero (2009),Laundry (2002),Little Forest: Summer/Autumn (2014),Little Forest: Winter/Spring (2015)
Helvecio Ratton,Batismo de Sangue (2006),Uma Onda No Ar (2002)
Juan Carlos Tabío,7 días en La Habana (2012),El cuerno de la abundancia (2008)
Craig Clyde,Doorway to Heaven (2013),No Place Like Home (2002),Storm Rider (2013),The Derby Stallion (2005),The Wild Stallion (2009)
Joe Cornish,Attack the Block (2011)
Nunzio Fazio,Kenmore Ave (2005)
Jordan Vogt-Roberts,Nick Offerman: American Ham (2014),Successful Alcoholics (2010),The Kings of Summer (2013)
Chris Stenner,Das Rad (2003)
Kiyoshi (III) Yamamoto,End Call (2008),Mizuchi (2006)
Christian (I) Bauer,The Ritchie Boys (2004)
Brian (I) Ash,The Road to Graceland (2001)
Chad Calek,American Ghost Hunter (2010),The Ghost Prophecies (2010)
Levan Gabriadze,Cybernatural (2014),Vykrutasy (2011),Yolki 2 (2011),Yolki 3 (2013)
Ross Boyask,Left for Dead (2005/II),Ten Dead Men (2008),Warrioress (2011)
Iraz Okumus,Son ders (2008),Derin Sular (2011)
Will Geiger,Elvis and Anabelle (2007)
Kevin (II) O'Neill,Attack of the 50 Foot Cheerleader (2012),Dinocroc (2004),Dracano (2013)
Jim Issa,Good Intentions (2010/I)
Lasse Nolte,Der goldene Nazivampir von Absam 2 - Das Geheimnis von Schloß Kottlitz (2008)
Saïd Smihi,J'ai vu tuer Ben Barka (2005)
Benjamin Parent,Ce n'est pas un film de cow-boys (2012)
Kodanda Rami Reddy A.,Tappu Chesi Pappu Koodu (2002)
Javier (II) Rebollo,El muerto y ser feliz (2012),La mujer sin piano (2009),Lo que sé de Lola (2006)
Anand (I) Shankar,Arima Nambi (2014)
Mohit Suri,Aashiqui 2 (2013),Awarapan (2007),Crook: It's Good to Be Bad (2010),Ek Villain (2014),Hamari Adhuri Kahaani (2015),Kalyug (2005),Murder 2 (2011),Raaz: The Mystery Continues (2009),Woh Lamhe (2006),Zeher (2005)
Sameer Thahir,5 Sundarikal (2013),Chaappa Kurish (2011),Neelakasham Pachakadal Chuvanna Bhoomi (2013)
John (I) Madden,Captain Corelli's Mandolin (2001),Killshot (2008),Proof (2005),The Best Exotic Marigold Hotel (2011),The Debt (2010/I),The Second Best Exotic Marigold Hotel (2015)
Alejandro Aragón,Cómplices al rescate (2002)
Alan (I) Parker,The Life of David Gale (2003)
John (III) Lincoln,Issues 101 (2002)
Aiyana Elliott,Simply Raw: Reversing Diabetes in 30 Days. (2009)
Neil (I) Burger,Divergent (2014),Interview with the Assassin (2002),Limitless (2011/I),The Illusionist (2006),The Lucky Ones (2008)
Lane Nishikawa,Only the Brave (2006)
Predrag Antonijevic,Breaking at the Edge (2013),Hard Cash (2002),Little Murder (2011)
Piyush Jha,Sikandar (2009)
Pappi Corsicato,Il seme della discordia (2008)
Rumle Hammerich,Headhunter (2009),Unge Andersen (2005)
Carmen Marron,Go for It! (2011)
Kris Hulbert,The Perfect House (2012)
Takatoshi Suzuki,Kore wa zonbi desu ka? (2011)
Aleksandar Popovski,Balkan Is Not Dead (2013)
Justus von Dohnányi,Bis zum Ellenbogen (2007)
Jae-young Kwak,Boku no kanojo wa saibôgu (2008),Keulraesik (2003),Mu-rim-yeo-dae-saeng (2008),Nae yeojachingureul sogae habnida (2004),Yeopgijeogin geunyeo (2001)
Jane Beaumont Hall,The Tillamook Treasure (2006)
Rita (I) Wilson,The Trap (2007/I)
Samira Makhmalbaf,11'09''01 - September 11 (2002),Asbe du-pa (2008),Panj é asr (2003)
Artan Minarolli,Gjallë (2009)
Jørgen Lerdam,Niko 2: Lentäjäveljekset (2012),Olsen Banden på dybt vand (2013),Olsen-banden på de bonede gulve (2010),Pettson & Findus - Glömligheter (2009),Pettson och Findus 3: Tomtemaskinen (2005)
Alexander (II) Jacob,Ruby (2008)
John E. Bryant,Oh My God (2004),The Overbrook Brothers (2009)
Marcel Lozinski,Broken Silence (2002)
Peter Skillman Odiorne,The Greening of Whitney Brown (2011)
Saul Dibb,Bullet Boy (2004),Suite Française (2014),The Duchess (2008)
Nicolai Rødsten,Rikets røst (2005)
Yoshihiro Fukagawa,Byakuyakô (2010),Kamisama no karute (2011),Yougashiten koandoru (2011)
Whoopi Goldberg,Moms Mabley: I Got Somethin' to Tell You (2013)
Oleg Novkovic,Normalni ljudi (2001),Sutra ujutru (2006)
Hsiao-tse Cheng,Miao Miao (2008)
Strathford Hamilton,Pledge This! (2006),The Pact (2003/III)
Sang-ho (III) Kim,Hwansangui keopeul (2006)
Parmeet Sethi,Badmaa$h Company (2010)
Eitan Tzur,Hitpartzut X (2010)
Bill (X) Jones,A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman (2012)
Mike Aransky,The Land of College Prophets (2005)
Kim (IV) Nguyen,Le marais (2002),Rebelle (2012),Truffe (2008)
Takahiro (II) Harada,Sunabôzu (2004)
Cristobal Krusen,Final Solution (2001),The Bill Collector (2010)
Bille Woodruff,Addicted (2014/I),Beauty Shop (2005),Honey (2003),Honey 2 (2011)
Peter Gersina,Mädchen Mädchen 2 (2004)
David H. May,The Silent Force (2001)
Ilian Djevelekov,Love.net (2011)
David (I) Bourla,Bat Thumb (2001),The Godthumb (2002)
Lawrence Michael Levine,Gabi on the Roof in July (2010),Wild Canaries (2014)
Ken Kwapis,A Walk in the Woods (2015),Big Miracle (2012),He's Just Not That Into You (2009),License to Wed (2007),Sexual Life (2005),The Sisterhood of the Traveling Pants (2005)
Robert Thalheim,Am Ende kommen Touristen (2007),Eltern (2013),Netto (2005),Westwind (2011)
Chris (III) Sanders,How to Train Your Dragon (2010),Lilo & Stitch (2002),The Croods (2013)
Nick Bicanic,Shadow Company (2006)
Pyeon-Gang Ho,Sword Art Online (2012)
Reza Bagher,Capricciosa (2003),Populärmusik från Vittula (2004)
Perry Ogden,Pavee Lackeen: The Traveller Girl (2005)
Nicolas de Crécy,Genius Party (2007)
Ko Seok-jin,Ghastly (2011)
Ben Ockrent,Dust (2013/VII)
Javier (II) Sanz,Puzzled Love (2010)
Pieter Van Hees,Buitenspel (2005),Dirty Mind (2009),Linkeroever (2008),Waste Land (2014)
Vardan (I) Hakobyan,Platon (2008),Potseluy skvoz stenu (2011)
Marko Slavnic,Table 7 (2010)
Benedikt Erlingsson,Hross í oss (2013)
Jean-Claude Brisseau,Choses secrètes (2002),La fille de nulle part (2012),Les anges exterminateurs (2006),À l'aventure (2008)
Larry Bishop,Hell Ride (2008)
Hiroyuki Kanbe,Rozario to banpaia (2008)
David Bisbano,A Mouse Tale (2015)
Kunitoshi Manda,Unloved (2001)
David S. Marfield,Deepwater (2005)
Victor Vu,Chuyen tinh xa xu (2009),Co Dau Dai Chien (2011),Oan hon (2004),Qua Tim Mau (2014),Scandal (2012),Thien Menh Anh Hung (2012)
Steven (I) Vasquez,Vampire Boys 2: The New Brood (2013)
Jean-Paul Rappeneau,Bon voyage (2003)
Walter (I) Woodman,Noah (2013)
Bozidar 'Bota' Nikolic,Balkanska braca (2005)
Barry (I) Battles,The Baytown Outlaws (2012)
Mattia Torre,Boris - Il film (2011),Ogni maledetto Natale (2014)
Jon Poll,Charlie Bartlett (2007)
Daisuke Hiramaki,Shinryaku! Ika Musume (2010)
Martyn Park,1 and 0 nly (2008),Isolate (2012)
Masakatsu Iijima,Hikaru no go (2001)
Peter (I) Patzak,Kottan ermittelt: Rien ne va plus (2010)
Fahad Shaikh,The Owner (2012)
Steven Feinartz,The Bitter Buddha (2012)
Kemp Curly,First Descent (2005)
Steve Buonaugurio,Pregnant in America (2008)
Rebecca (III) Daly,The Other Side of Sleep (2011)
Ilksen Basarir,Atlikarinca (2011),Baska Dilde Ask (2009),Bir Varmis Bir Yokmus (2015),Erkek tarafi testosteron (2013)
Shane Sooter,Another Perfect Stranger (2007),The Perfect Stranger (2005)
Yuu Kou,Uta no prince-sama - maji love 1000% (2011)
Milcho Manchevski,Dust (2001/I),Majki (2010),Senki (2007),Venice 70: Future Reloaded (2013)
Steve (IV) Gibson,The Feed (2010)
Dave (I) Herman,Able Danger (2008)
Vishal Pandya,Hate Story 2 (2014)
Götz Spielmann,Antares (2004),Oktober November (2013),Revanche (2008)
Stefan (I) Schwartz,The Abduction Club (2002),The Best Man (2005)
Riccardo Donna,Questo piccolo grande amore (2009)
Rusty Cundieff,Movie 43 (2013)
Tina (I) Mascara,Chris & Don. A Love Story (2007),Monk with a Camera (2014)
Royston Tan,'15' (2002),15: The Movie (2003),4:30 (2005),881 (2007)
Tetsuya (I) Endo,Hikaru no go (2001)
Ricardo Arnaiz,La leyenda de la Nahuala (2007)
Arjun (I) Bali,Ru-Ba-Ru (2008)
Conor (II) Sweeney,Father's Day (2011/I)
Fernando Spiner,Adiós querida luna (2004)
Pif ,La mafia uccide solo d'estate (2013)
Michael (IV) Shanks,Time Trap (2013)
Lidiya Bobrova,Babusya (2003)
Jamshed Usmonov,Bihisht faqat baroi murdagon (2006),Fararishtay kifti rost (2002),Le roman de ma femme (2011)
Ekaterina Dvigubskaya,Bednaya Nastya (2003)
Martha Fiennes,Chromophobia (2005)
Michael (II) Dougherty,Trick 'r Treat (2007)
Philipp (I) Manderla,Jäger des Augenblicks - Ein Abenteuer am Mount Roraima (2013)
Edwin (I) ,Babi buta yang ingin terbang (2008),Kebun binatang (2012)
Nia Vardalos,I Hate Valentine's Day (2009)
Sophie Lowe,A Man Walks Into a Bar (2013)
Alejandro Sugich,Casi treinta (2014)
Karthik Ghattamaneni,Surya vs. Surya (2015)
J. Clay Tweel,Make Believe (2010),Print the Legend (2014)
Kilian Kerwin,Learning Curves (2003)
Janet Chun,Ji keung hei si 2011 (2011),Noi yee sil nui (2008),Pou hark wong (2009),Si da ming bu (2012),Yan gaan hei kat (2010)
Barton Dean,It's All Relative (2003)
Joshua van Praag,Creating Freedom: The Lottery of Birth (2013)
Shehzad Kashmiri,Bin Roye (2015)
Jon (II) Jacobs,Hey DJ (2003)
Seok-yun Kim,Jo-seon Myeong-tam-jeong (2011)
Bart Freundlich,Catch That Kid (2004),The Rebound (2009),Trust the Man (2005),World Traveler (2001)
Rob (I) Cohen,Alex Cross (2012),Stealth (2005),The Boy Next Door (2015),The Fast and the Furious (2001),The Mummy: Tomb of the Dragon Emperor (2008),xXx (2002)
Josell Ramos,Maestro (2003)
Jacob Tierney,Good Neighbours (2010),Preggoland (2014),The Trotsky (2009),Twist (2003)
John Stewart Muller,Lie to Me (2008)
Martin Gero,Young People Fucking (2007)
Fay Ann Lee,East Broadway (2006)
Junaid (I) Ahmed,More Than Just a Game (2007)
Andrew Levitas,Lullaby (2014/II)
Bill Purple,Hole in the Paper Sky (2008)
Mark Grentell,Backyard Ashes (2013)
Brad (II) Crawford,100 Yen: The Japanese Arcade Experience (2012)
Trond Espen Seim,Varg Veum - Kalde Hjerter (2012)
Yoshinori (III) Kobayashi,Anfea: The Movie (2007)
Serge Le Péron,J'ai vu tuer Ben Barka (2005)
Alexander Skarsgård,Att döda ett barn (2003)
Wei (I) Zhao,Zhi wo men zhong jiang shi qu de qing chun (2013)
Özcan Alper,Gelecek Uzun Sürer (2011),Sonbahar (2008)
Laurent Malaquais,Bronies: The Extremely Unexpected Adult Fans of My Little Pony (2012)
Geun-hyeon Jo,26-nyeon (2012)
Shôsuke Murakami,Densha otoko (2005)
Alan (I) Wu,The Wil Wheaton Project (2014)
Toshi Hoo,The Singularity Is Near (2010)
Lieven Debrauwer,Confituur (2004),Pauline & Paulette (2001)
Sudeshna Roy,Bapi Bari Jaa (2012)
Andrew Corvey,Films of Fury: The Kung Fu Movie Movie (2011)
Alejo Mo-Sun,Hirokin (2012)
Amaya Merino,Asier ETA biok (2013)
Maria (II) Govan,Rain (2008/I)
Carlos Etzio Roman,Signals (2008),Signals 2 (2013)
George Tunis,Blackstone (2011)
Ileana Pietrobruno,Girlfriend Experience (2008)
Alexander (I) Gaeta,Shoot the Moon (2012)
Catherine Peix Eyrolle,Les origines du SIDA (2004)
Maneesh Sharma,Band Baaja Baarat (2010),Ladies vs. Ricky Bahl (2011),Shuddh Desi Romance (2013)
Gary Ugarek,Deadlands 2: Trapped (2008),Deadlands: The Rising (2006)
Jianjun Sun,Tian ji: Fu chun shan ju tu (2013)
Philippe (I) Orreindy,J'attendrai le suivant... (2002)
Sebastián Badilla,El Babysitter (2013)
Steven Hentges,Hunger (2009/I)
Lance Rivera,The Cookout (2004),The Perfect Holiday (2007)
Thomas (I) Kronthaler,Die Scheinheiligen (2001)
Po-Chih Leong,Baby Blues (2013)
Dano (I) Johnson,Flatland: The Movie (2007)
Ron de Moraes,Riot (2014)
David A. Prior,Deadliest Prey (2013),Night Claws (2013)
Jan Sardi,Love's Brother (2004)
Brian (II) Lockwood,High Stakes Poker (2006)
Ilgar Safat,Sahe (2010)
Ferdi Egilmez,Hababam Sinifi Askerde (2005)
Romain Gavras,Notre jour viendra (2010)
Cullen Hoback,Terms and Conditions May Apply (2013)
Erukin Kawabata,N.H.K ni yôkoso! (2006)
Brad Silberling,10 Items or Less (2006),Land of the Lost (2009),Lemony Snicket's A Series of Unfortunate Events (2004),Moonlight Mile (2002)
Anil Devgan,Blackmail (2005),Haal-e-Dil (2008),Son of Sardaar (2012)
Jamel Debbouze,Pourquoi j'ai pas mangé mon père (2015)
Nathaniel (I) Kahn,My Architect (2003)
TJ Nordaker,The Janitor (2003)
Luiz Bolognesi,Uma História de Amor e Fúria (2013)
Mimmo Calopresti,La felicità non costa niente (2003)
Peter (II) Dodd,Orla Frøsnapper (2011)
Wolfgang Murnberger,Das ewige Leben (2015),Der Knochenmann (2009),Mein bester Feind (2011),Silentium (2004)
Garik Sukachyov,Dom Solntsa (2010)
Julie Lopes-Curval,Bord de mer (2002),Mères et filles (2009),Toi et moi (2006)
Pelin Esmer,11'e 10 kala (2009),Gözetleme Kulesi (2012)
Wen-Han Shih,Reaper (2014/I),Xi men ding (2012)
Andrew Waller,Taking 5 (2007)
Anne-Sophie Dutoit,Faded Memories (2008)
Jeff Kopas,An Insignificant Harvey (2011)
Zachary K. Eubank,Critical Role (2015)
Anthony Jerjen,Immersion (2010)
Aleksandr Melnik,Novaya Zemlya (2008),Territoriya (2015)
Rowan Athale,The Rise (2012)
Jaime (I) Gomez,Pissed (2005/I)
Béla Ternovszky,Macskafogó 2 - A sátán macskája (2007)
Joerg Steineck,Truckfighters (2011)
Joaquín Eyzaguirre,Casa de Remolienda (2007)
Olga (I) Lydia,Rectoverso (2013)
Manoel de Oliveira,Belle toujours (2006),Centro Histórico (2012),Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence (2007),Cristóvão Colombo - O Enigma (2007),Espelho Mágico (2005),Gebo et l'ombre (2012),Je rentre à la maison (2001),Momento (2002),O Estranho Caso de Angélica (2010),O Princípio da Incerteza (2002),O Quinto Império - Ontem Como Hoje (2004),Porto da Minha Infância (2001),Singularidades de uma Rapariga Loura (2009),Um Filme Falado (2003)
Callum Macrae,No Fire Zone: The Killing Fields of Sri Lanka (2013)
Susumu Mitsunaka,Haikyuu!! (2014),Shinryaku! Ika Musume (2010),Usagi doroppu (2011)
Gregori Viens,Punching the Clown (2009)
Jeremy Haft,Tamara (2005)
Dave LaMattina,I Am Big Bird: The Caroll Spinney Story (2014)
Winfried Bonengel,Führer Ex (2002)
Fred (III) Andrews,Creature (2011)
Louis-Pascal Couvelaire,Michel Vaillant (2003),Sueurs (2002)
Mads Matthiesen,Dennis (2007),Teddy Bear (2012/I)
Chris (II) Smith,Collapse (2009/II),The Pool (2007/I),The Yes Men (2003)
Riku Suokas,Vuonna 85 (2013)
Maitena Muruzabal,Nevando voy (2008)
Dong-oh Jo,Joong-cheon (2006),Run-ning-maen (2013)
Mandeep (I) Kumar,Jihne Mera Dil Luteya (2011),Tere Naal Love Ho Gaya (2012)
Jonatan (I) Burnett,Captive (2013/II)
David Conolly,The Understudy (2008)
Eitan Anner,Sipur Hatzi-Russi (2006)
Lluís Quílez,Out of the Dark (2014)
Hossein Amini,The Two Faces of January (2014)
Michael (III) MacKenzie,The Baroness and the Pig (2002)
Robert Logevall,All God's Children Can Dance (2008)
Oren Peli,Area 51 (2015),Paranormal Activity (2007)
Alexander Dunlop,Animal Cops: Detroit (2002)
Benoît Mariage,Cow-Boy (2007),Les rayures du zèbre (2014)
Milivoj Puhlovski,Zabranjena ljubav (2004)
Tony McCuin,The Best Damn Sports Show Period (2001)
Greg Marcks,11:14 (2003),Echelon Conspiracy (2009)
Francesco Trento,Zero: An Investigation Into 9/11 (2008)
Milagros Mumenthaler,Abrir puertas y ventanas (2011)
Ahmed (I) Awad,Katkout (2006)
Walter (I) Veltroni,Quando c'era Berlinguer (2014)
Motonori Sakakibara,Final Fantasy: The Spirits Within (2001)
Jason Diebler,Face to Face (2006)
Tom (IV) George,Lessons (2005)
Sarah Spillane,Around the Block (2013)
Bob (III) Clark,Now & Forever (2002),Superbabies: Baby Geniuses 2 (2004)
Marteinn Thorsson,One Point O (2004),Rokland (2011),XL (2013)
Doug Spearman,Hot Guys with Guns (2013)
Bahadir Karatas,Usta (2009)
Kazuya (I) Nomura,Dennô koiru (2007)
Ruxandra Medrea,L'enfer d'Henri-Georges Clouzot (2009)
Shanker Udaya,Baladoor (2008)
Devon Mikolas,House of the Witchdoctor (2013)
Nazneen Bhatia,Roshni: Ray of Light (2012)
Adrian Selkowitz,Plus One (2009)
Rupesh (I) Paul,Kamasutra 3D (2015),Saint Dracula 3D (2012)
Rotimi Rainwater,Sugar (2013/I)
Michael McCullers,Baby Mama (2008)
Shirô Ebisu,Abenobashi mahô shôtengai (2002)
Robert Stromberg,Maleficent (2014),What Lives Inside (2015)
Omar (III) Khan,Zibahkhana (2007)
Kieran (I) Evans,Kelly + Victor (2012)
Zed Starkovich,La cucina (2007)
Dave Roddham,Coward (2012)
Flavio Alves,The Secret Friend (2010),Tom in America (2014)
Mustafa Sevki Dogan,Kedi Özledi (2013),Son Osmanli Yandim Ali (2007),Kurtlar Vadisi (2003)
Taru Mäkelä,Varasto (2011)
Óskar Jónasson,Hetjur Valhallar - Þór (2011),Reykjavík Rotterdam (2008)
Todd Lincoln,The Apparition (2012),V/H/S: Viral (2014)
Pontus Löwenhielm,Morran och Tobias (2014)
Nobuhiko Ôbayashi,Tenkôsei: Sayonara anata (2007)
Ramon Térmens,Joves (2004),Negro Buenos Aires (2010)
Andrei Golovkov,Soldaty (2004)
Rajkumar (IV) ,Mazhai (2005)
Bob Fugger,The Chateau Meroux (2011)
Troy Nixey,Don't Be Afraid of the Dark (2010),Latchkey's Lament (2007)
Ligy J. Pullappally,Sancharram (2004)
Phillip Van,High Maintenance (2006/I)
Claire (I) Michel,Back in the Day (2005)
Sebastian (III) Howard,Milk? (2012)
Shigeyasu Yamauchi,Seinto Seiya: Tenkai-hen joso - Overture (2004),Tatakau shisho (2009)
Marcello Thedford,Grindin' (2007)
In-je Park,Mo-bi-dik (2011)
Lee Alliston,The Tapes (2011)
Joe (II) Hollow,Disciples (2014),The Family (2011)
